created_at,id,text,source,user_id,truncated,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,retweeted_status_id,geo,place,contributors,retweet_count,reply_count,favorite_count,favorited,retweeted,possibly_sensitive,num_hashtags,num_urls,num_mentions,timestamp
Thu Feb 23 20:48:30 +0000 2012,172784921948073984,@belleamieeee loving you bellarina x,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,172784433345216512,268755331,belleamieeee,,,,,0,0,0,,,,0,0,1,2012-02-23 21:48:30
Thu Feb 23 20:45:19 +0000 2012,172784123079950337,@belleamieeee but rich in love x,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,172782677668265984,268755331,belleamieeee,,,,,0,1,0,,,,0,0,1,2012-02-23 21:45:19
Sun Feb 19 22:32:11 +0000 2012,171361462273572864,@LydiaRoseBright that's why she makes a good foster mum !! My mum fosters as well and has such wise words !,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,171356984552071168,214392785,LydiaRoseBright,,,,,0,0,0,,,,0,0,1,2012-02-19 23:32:11
Thu Feb 16 09:27:53 +0000 2012,170076926701088768,@LydiaRosebright be strong head held high #looktothefuture,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,170074339952173056,214392785,LydiaRoseBright,,,,,0,0,0,,,,1,0,1,2012-02-16 10:27:53
Wed Feb 15 22:46:45 +0000 2012,169915580781043712,@belleamieeee oh ye baby #coffeeandcatsuit bring it on,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,169912661579014144,268755331,belleamieeee,,,,,0,0,0,,,,1,0,1,2012-02-15 23:46:45
Wed Feb 15 22:33:25 +0000 2012,169912223391686656,@belleamieeee ha ha ineedacoffeenow,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,169911961969098752,268755331,belleamieeee,,,,,0,1,0,,,,0,0,1,2012-02-15 23:33:25
Wed Feb 15 22:11:36 +0000 2012,169906731181289472,@belleamieeee I'm loving that double expresso for me !,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,169899463844954112,268755331,belleamieeee,,,,,0,1,0,,,,0,0,1,2012-02-15 23:11:36
Mon Feb 13 20:34:17 +0000 2012,169157468063145985,@NolanColeen order room service massage and pedicure treat yourself !,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,169144572704849920,456171726,NolanColeen,,,,,0,0,0,,,,0,0,1,2012-02-13 21:34:17
Sun Feb 12 23:55:19 +0000 2012,168845669103181824,@Cecil_Jee watching you have a fight with a shark #remebertheshow,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,0,0,,,,,,0,0,0,,,,1,0,0,2012-02-13 00:55:19
Sun Feb 12 10:18:13 +0000 2012,168640041608945664,@belleamieeee oh baby remember none next week either my little bellearina xx,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,168639230963228673,268755331,belleamieeee,,,,,0,1,0,,,,0,0,1,2012-02-12 11:18:13
Sun Feb 12 09:49:09 +0000 2012,168632724490424320,@belleamieeee get home to the warm !,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,168632457061597185,268755331,belleamieeee,,,,,0,2,0,,,,0,0,1,2012-02-12 10:49:09
Sun Feb 12 09:47:01 +0000 2012,168632188911370240,@belleamieeee are bellearina there is work today!,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,168624350935781376,268755331,belleamieeee,,,,,0,1,0,,,,0,0,1,2012-02-12 10:47:01
Sun Feb 05 11:16:20 +0000 2012,166117950368120832,@belleamieeee ok I'm on it #tapshoesandcatsuiton.,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,166111786834214912,268755331,belleamieeee,,,,,0,0,0,,,,1,0,1,2012-02-05 12:16:20
Sun Feb 05 10:38:07 +0000 2012,166108335093989376,@belleamieeee ah boo hoo I will have to your dancing !!,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,166102025556344832,268755331,belleamieeee,,,,,0,1,0,,,,0,0,1,2012-02-05 11:38:07
Sun Feb 05 10:33:32 +0000 2012,166107179504517120,@belleamieeee and get to contis #theshowmustgoon !,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,0,268755331,belleamieeee,,,,,0,1,0,,,,1,0,1,2012-02-05 11:33:32
Sun Jan 29 19:45:13 +0000 2012,163709301490335745,Thanks for all the Birthday wishes opening presents now #wotsinthebox!,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,0,0,,,,,,0,0,0,,,,1,0,0,2012-01-29 20:45:13
Fri Jan 27 16:11:44 +0000 2012,162930800474587136,RT @GoWildDealsUK: http://t.co/EB3VwsdO are giving away GHD Hair Straighteners! All you need to do is RT this to enter! @GoWildDealsUK h ...,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,0,0,,,,,,2496,59,16,,,,0,1,2,2012-01-27 17:11:44
Mon Jan 23 12:52:18 +0000 2012,161431057483309056,@belleamieeee peform baby and #bringdatshiton,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,161428714767400960,268755331,belleamieeee,,,,,1,0,0,,,,1,0,1,2012-01-23 13:52:18
Sun Jan 22 17:07:40 +0000 2012,161132938539446272,http://t.co/wY4CpLb1,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,0,0,,,,,,0,0,0,,,,0,1,0,2012-01-22 18:07:40
Sun Jan 22 17:06:08 +0000 2012,161132550524387328,Disco comp woo hoo !!,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,0,0,,,,,,0,0,0,,,,0,0,0,2012-01-22 18:06:08
Fri Jan 20 21:49:13 +0000 2012,160479016787263489,#thatwasashock,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,0,0,,,,,,0,0,0,,,,1,0,0,2012-01-20 22:49:13
Wed Jan 18 22:47:44 +0000 2012,159768965516771328,@MissKatiePrice drfo karma and get her extensions done as well !!,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,159767877644333057,24083587,MissKatiePrice,,,,,0,0,0,,,,0,0,1,2012-01-18 23:47:44
Sun Jan 08 21:49:31 +0000 2012,156130435695513600,@belleamieeee hey hey bellarina miss you to but had to ship out to the nut house to regain my sanity !!,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,156120653832003587,268755331,belleamieeee,,,,,0,0,0,,,,0,0,1,2012-01-08 22:49:31
Sat Jan 07 19:48:39 +0000 2012,155737633136451585,@belleamieeee sorry to have not seen you will have to wait for me bellarina hug xxx,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,155732292663390209,268755331,belleamieeee,,,,,0,1,0,,,,0,0,1,2012-01-07 20:48:39
Fri Jan 06 19:02:09 +0000 2012,155363539681427456,@therealgokwan G&T's all round don't forget the ice and slice,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,155360267004411904,47287431,therealgokwan,,,,,0,0,0,,,,0,0,1,2012-01-06 20:02:09
Fri Jan 06 18:41:19 +0000 2012,155358297132777472,RT @AboutAquarius: #Aquarians will blurt out the truth that you never knew about when they get angry,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,0,0,,,,,,1782,19,206,,,,1,0,1,2012-01-06 19:41:19
Thu Jan 05 22:47:09 +0000 2012,155057776664641536,The twitter world is alive tonight with#cbb natalie cassidy is so funny .,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,0,0,,,,,,0,1,0,,,,0,0,0,2012-01-05 23:47:09
Mon Jan 02 21:39:12 +0000 2012,153953513263730689,@woolnough8541 and you was absolutely fabolous darling x,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,153940301726220288,337212294,woolnough8541,,,,,0,0,0,,,,0,0,1,2012-01-02 22:39:12
Mon Jan 02 14:20:20 +0000 2012,153843069660307456,@Cecil_Jee I will thanks cecil x,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,0,0,,,,,,0,0,0,,,,0,0,0,2012-01-02 15:20:20
Mon Jan 02 14:18:31 +0000 2012,153842609591291904,Off to see@woolnough8541  in her last panto today going to be very emotional x,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,0,0,,,,,,0,0,0,,,,0,0,0,2012-01-02 15:18:31
Sun Jan 01 23:30:38 +0000 2012,153619167667425281,@Cecil_Jee yo yo mr jee catch you soon,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,0,0,,,,,,0,0,0,,,,0,0,0,2012-01-02 00:30:38
Sat Dec 31 22:22:19 +0000 2011,153239589824368640,@belleamieeee you will go to oz,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,153233244010196992,268755331,belleamieeee,,,,,0,0,0,,,,0,0,1,2011-12-31 23:22:19
Sat Dec 31 16:37:17 +0000 2011,153152755995910144,@belleamieeee did you find the shoes dorothy ?,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,153078890812813312,268755331,belleamieeee,,,,,0,1,0,,,,0,0,1,2011-12-31 17:37:17
Sat Dec 31 11:02:04 +0000 2011,153068396123144192,@SamanthaFaiers happy 21st hope you got the key to the door !,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,153055611272167425,201737120,SamanthaFaiers,,,,,0,0,0,,,,0,0,1,2011-12-31 12:02:04
Fri Dec 30 18:04:22 +0000 2011,152812283398074369,@belleamieeee yo yo shall I wear silver or black decisions decisions !!,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,152805096470749186,268755331,belleamieeee,,,,,0,0,0,,,,0,0,1,2011-12-30 19:04:22
Fri Dec 30 10:32:45 +0000 2011,152698633521872896,I got that friday feeeling !,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,0,0,,,,,,0,0,0,,,,0,0,0,2011-12-30 11:32:45
Thu Dec 29 13:55:37 +0000 2011,152387295385886720,@belleamieeee yo yo bellarina you joined the twit fam x,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,152378683372470273,268755331,belleamieeee,,,,,0,1,0,,,,0,0,1,2011-12-29 14:55:37
Wed Dec 28 13:11:56 +0000 2011,152013916770271232,@woolnough8541 don't ladder your tights tomorrow at panto lol xx,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,152009209368690689,337212294,woolnough8541,,,,,0,2,0,,,,0,0,1,2011-12-28 14:11:56
Wed Dec 28 12:50:01 +0000 2011,152008402346840064,@woolnough8541 that was quick xx,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,152002459118747648,337212294,woolnough8541,,,,,0,1,0,,,,0,0,1,2011-12-28 13:50:01
Wed Dec 21 22:29:59 +0000 2011,149617637771579392,@woolnough8541 oh well done babe missed you but can't wait to see you rizzle kick ha ha,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,149616755919175680,337212294,woolnough8541,,,,,0,0,0,,,,0,0,1,2011-12-21 23:29:59
Mon Nov 21 20:57:49 +0000 2011,138722808640450560,@nannypat_carol ah Happy Birthday Nanny Pat hope somebody made you a sausage platt !!,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,138678076300206080,326106865,nannypat_carol,,,,,0,0,0,,,,0,0,1,2011-11-21 21:57:49
Wed Nov 16 21:27:35 +0000 2011,136918361652203520,@antanddec have you got a kangaroo down your trousers Dec?,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,136912519884320769,17386885,antanddec,,,,,0,0,0,,,,0,0,1,2011-11-16 22:27:35
Wed Nov 09 22:34:02 +0000 2011,134398365671759872,@RealJamesArgent I can't stop laughing at you!,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,134397919750135809,123580666,RealJamesArgent,,,,,0,0,0,,,,0,0,1,2011-11-09 23:34:02
Thu Nov 03 08:26:20 +0000 2011,132010708907999232,@RevRunWisdom yes and you never buy the first pair of shoes you try on !!,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,131927524593766401,23832022,RevRunWisdom,,,,,0,0,0,,,,0,0,1,2011-11-03 09:26:20
Thu Oct 27 22:40:59 +0000 2011,129689072435339264,http://t.co/Gsfx6Uc3,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,0,0,,,,,,0,0,0,,,,0,1,0,2011-10-28 00:40:59
Mon Oct 17 09:19:48 +0000 2011,125863570897510400,@MarkWright_ I think its nanny pat !!,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,125862290548469760,45831321,MarkWright_,,,,,0,0,0,,,,0,0,1,2011-10-17 11:19:48
Thu Sep 08 20:19:31 +0000 2011,111896467408568320,Gonna shout out loud from the roof tops spain here I come !!b,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,0,0,,,,,,0,0,0,,,,0,0,0,2011-09-08 22:19:31
Wed Aug 24 16:02:56 +0000 2011,106396076944261121,@Amanda_Holden congrats to you wot great news !,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,106370290178719745,41329637,Amanda_Holden,,,,,0,0,0,,,,0,0,1,2011-08-24 18:02:56
Sun Jul 31 15:01:16 +0000 2011,97683250033598465,"Whoop 7 days till the big holiday bring it on fun ,sun and cocktails !!","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,0,0,,,,,,0,0,0,,,,0,0,0,2011-07-31 17:01:16
Sat Jul 16 16:15:53 +0000 2011,92266211429195776,@louiespence please give all the reigate contis assocites on there centenary show tonight,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,0,116410075,louiespence,,,,,0,0,0,,,,0,0,1,2011-07-16 18:15:53
Wed Jul 13 22:31:34 +0000 2011,91273591416565760,@Amanda_Holden no wonder you are so happy !,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,91268771448238081,41329637,Amanda_Holden,,,,,0,0,0,,,,0,0,1,2011-07-14 00:31:34
Wed Jun 01 19:57:03 +0000 2011,76014416826601473,@Amanda_Holden my daughter is loving your hair looks amaxing !,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,76010851278131200,41329637,Amanda_Holden,,,,,0,0,0,,,,0,0,1,2011-06-01 21:57:03
Wed Jun 01 15:55:36 +0000 2011,75953651004342272,@Sheridansmith1 I was reading it as I looked ur tweet scary !!,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,75916413738549249,79312312,Sheridansmith1,,,,,0,0,0,,,,0,0,1,2011-06-01 17:55:36
Mon May 23 11:53:23 +0000 2011,72631204536532992,Joeyessex_,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,0,0,,,,,,0,0,1,,,,0,0,0,2011-05-23 13:53:23
Mon May 09 14:37:58 +0000 2011,67599192436121600,@Sheridansmith1 hey I'm 40 and mum still fusses every day its called caring lol !,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,67596951700504576,79312312,Sheridansmith1,,,,,0,0,0,,,,0,0,1,2011-05-09 16:37:58
Sat Apr 16 20:50:25 +0000 2011,59358002494443520,@Amanda_Holden thank you for putting the bell ringers threw my mum plays as well x,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,0,41329637,Amanda_Holden,,,,,0,0,0,,,,0,0,1,2011-04-16 22:50:25
Sat Apr 16 19:59:31 +0000 2011,59345193127784448,@Amanda_Holden loving the dogs x,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,0,41329637,Amanda_Holden,,,,,0,0,0,,,,0,0,1,2011-04-16 21:59:31
Thu Apr 14 20:01:28 +0000 2011,58620910009188352,@hollywills well done and big congrats to you both welcome beautiful belle to the world xx,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,58584941784604673,20508222,hollywills,,,,,0,0,0,,,,0,0,1,2011-04-14 22:01:28
Mon Mar 14 08:52:14 +0000 2011,47218469116190720,@Amanda_Holden good luck you will be fab x,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,47208719792091136,41329637,Amanda_Holden,,,,,0,0,0,,,,0,0,1,2011-03-14 09:52:14
Sun Mar 13 20:26:29 +0000 2011,47030791099793408,@Amanda_Holden and you deserve it . Good to see you back !!,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,47028364422287361,41329637,Amanda_Holden,,,,,0,0,0,,,,0,0,1,2011-03-13 21:26:29
Thu Mar 10 15:01:09 +0000 2011,45861755137703936,@Sheridansmith1 if its everything else you do you will be fab . Good luck for tonight !,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,45854424840675329,79312312,Sheridansmith1,,,,,0,0,0,,,,0,0,1,2011-03-10 16:01:09
Tue Mar 08 20:13:26 +0000 2011,45215570936860672,@TheNoteboook what a beautiful truth .,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",19230427,,45184505077710848,233430873,Notebook,,,,,0,0,0,,,,0,0,1,2011-03-08 21:13:26
Tue Apr 09 21:17:34 +0000 2013,321733652222455808,"Меня часто путают с богом — говорят: «Господи, опять ты?!».  http://t.co/xxsik80SQu",web,19951698,,0,0,,,,,,0,0,0,,,,0,1,0,2013-04-09 23:17:34
Tue Apr 09 21:14:28 +0000 2013,321732872618774529,"На что только не идут девушки ради парней! Я вот, например, на «Сумерки» не иду.  http://t.co/X4h1uHOQKo",web,19951698,,0,0,,,,,,0,0,0,,,,0,1,0,2013-04-09 23:14:28
Mon Apr 08 21:54:15 +0000 2013,321380493629194240,стоп лосс форекс  http://t.co/Kw5nvvHM2x,web,19951698,,0,0,,,,,,0,0,0,,,,0,1,0,2013-04-08 23:54:15
Mon Apr 08 21:40:04 +0000 2013,321376924343619584,форекс тренд личный кабинет  http://t.co/32pDKDWYCm,web,19951698,,0,0,,,,,,0,0,0,,,,0,1,0,2013-04-08 23:40:04
Fri Apr 05 09:13:35 +0000 2013,320101901641318400,"Эх, как хорошо на природе... костер, палатка, чистый воздух, медведь... МЕДВЕДЬ?!!   http://t.co/31Gf0XaMuz",web,19951698,,0,0,,,,,,0,0,0,,,,0,1,0,2013-04-05 11:13:35
Fri Apr 05 09:05:37 +0000 2013,320099899901366273,"Наше будущее зависит от того, что мы делаем сейчас.   http://t.co/SbApSyS0a2",web,19951698,,0,0,,,,,,0,0,0,,,,0,1,0,2013-04-05 11:05:37
Fri Apr 05 08:49:08 +0000 2013,320095749276831745,"Верность-самое ценное качество которым может обладать человек,и мы должны ценить таких людей, когда они рядом.   http://t.co/u10AVMyN1v",web,19951698,,0,0,,,,,,0,0,0,,,,0,1,0,2013-04-05 10:49:08
Wed Apr 03 16:50:22 +0000 2013,319492081204744192,пункт выдачи   http://t.co/57Eljx09b2,web,19951698,,0,0,,,,,,0,0,0,,,,0,1,0,2013-04-03 18:50:22
Wed Apr 03 16:42:00 +0000 2013,319489975127244800,новости 3   http://t.co/9ziwKAZbH2,web,19951698,,0,0,,,,,,0,0,0,,,,0,1,0,2013-04-03 18:42:00
Sun Mar 31 19:22:52 +0000 2013,318443292767432707,Первую любовь обычно переживают несколько раз. Лешек Кумор,web,19951698,,0,0,,,,,,0,0,0,,,,0,0,0,2013-03-31 21:22:52
Sun Mar 31 18:38:05 +0000 2013,318432026371952640,"Платья, если правильно ими пользоваться, – доспехи женщины. Раздеться, значит, разоружиться. Рэкуэл Уэлч",web,19951698,,0,0,,,,,,0,0,0,,,,0,0,0,2013-03-31 20:38:05
Sun Mar 31 17:47:14 +0000 2013,318419225972723712,"Из всех живых существ женщины больше всего боятся женщин, и прежде всего умных и красивых. Теодор Драйзер",web,19951698,,0,0,,,,,,0,0,0,,,,0,0,0,2013-03-31 19:47:14
Sun Mar 31 14:27:57 +0000 2013,318369078010052608,как на форексе заработать денег  #forex #брокер  http://t.co/pWQ4JakHjS,web,19951698,,0,0,,,,,,0,0,0,,,,2,1,0,2013-03-31 16:27:57
Sun Mar 31 13:11:10 +0000 2013,318349751345090561,как заработать деньги на форексе  #forex #брокер  http://t.co/nnod9CDYeq,web,19951698,,0,0,,,,,,0,0,0,,,,2,1,0,2013-03-31 15:11:10
Sun Mar 31 13:03:13 +0000 2013,318347750649511936,можно ли заработать на форексе  #форекс #брокер  http://t.co/NsqqoGEiHv,web,19951698,,0,0,,,,,,0,0,0,,,,2,1,0,2013-03-31 15:03:13
Sun Mar 31 12:58:31 +0000 2013,318346567801270273,forex брокеры отзывы  #forex #брокер  http://t.co/2HA3znqRFo,web,19951698,,0,0,,,,,,0,0,0,,,,2,1,0,2013-03-31 14:58:31
Fri Mar 29 13:52:35 +0000 2013,317635398765535232,паттерны форекс#forex #брокер  http://t.co/57E04BgFZD,web,19951698,,0,0,,,,,,0,0,0,,,,1,1,0,2013-03-29 14:52:35
Fri Mar 29 13:34:39 +0000 2013,317630885782487041,паттерны форекс#forex #брокер  http://t.co/ipwZs6m4kl,web,19951698,,0,0,,,,,,0,0,0,,,,1,1,0,2013-03-29 14:34:39
Fri Mar 29 13:17:51 +0000 2013,317626659148800001,форекс украина  #forex #брокер  http://t.co/vV0hsxNRot,web,19951698,,0,0,,,,,,0,0,0,,,,2,1,0,2013-03-29 14:17:51
Thu Mar 28 18:26:45 +0000 2013,317342006840012801,бездепозитные бонусы форекс 2012  #forex #брокер  http://t.co/n1gYL97FXp,web,19951698,,0,0,,,,,,0,0,0,,,,2,1,0,2013-03-28 19:26:45
Wed Mar 27 10:24:01 +0000 2013,316858138093559808,http://t.co/1kNRDnefXY,web,19951698,,0,0,,,,,,0,0,0,,,,0,1,0,2013-03-27 11:24:01
Sun Mar 17 21:35:08 +0000 2013,313403152311410688,"RT @klyushina_yulya: Пересматриваю юбилейный концерт @valeriya_rus ""Русские романсы""-сильно,эмоционально!А что же тогда будет 17 апреля? ...",web,19951698,,0,0,,,,,,4111,4,3,,,,0,0,2,2013-03-17 22:35:08
Fri Mar 15 18:37:54 +0000 2013,312633773491617792,магазин #fiesta - модно не значит дорого!,web,19951698,,0,0,,,,,,0,0,0,,,,1,0,0,2013-03-15 19:37:54
Fri Mar 15 18:23:59 +0000 2013,312630272103444480,модные новинки сезона по низким ценам магазин #fiesta,web,19951698,,0,0,,,,,,0,0,0,,,,1,0,0,2013-03-15 19:23:59
Sat Feb 23 18:52:22 +0000 2013,305389654746726400,форекс партнерки как заработать  #форекс #партнерки  http://t.co/u2RANhUsjH,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",19951698,,0,0,,,,,,0,0,0,,,,2,1,0,2013-02-23 19:52:22
Thu Feb 21 18:28:22 +0000 2013,304658841327509504,форекс брокеры в россии  #forex #брокер  http://t.co/4RBOzND1pl,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",19951698,,0,0,,,,,,0,0,0,,,,2,1,0,2013-02-21 19:28:22
Wed Feb 20 20:17:03 +0000 2013,304323801833959426,рейтинг брокеров форекс  #forex #брокер http://t.co/CU9ujqoj,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",19951698,,0,0,,,,,,0,0,0,,,,2,1,0,2013-02-20 21:17:03
Wed Feb 20 19:51:25 +0000 2013,304317352630177792,рейтинг лучших брокеров форекс  #форекс #брокер  http://t.co/RZZ9Kwh6,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",19951698,,0,0,,,,,,0,0,0,,,,2,1,0,2013-02-20 20:51:25
Wed Feb 20 19:43:40 +0000 2013,304315400492023808,лучшие брокеры форекс  #forex #брокер  http://t.co/RZZ9Kwh6,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",19951698,,0,0,,,,,,0,0,0,,,,2,1,0,2013-02-20 20:43:40
Sun Jan 13 11:12:35 +0000 2013,290416045095804929,#форекс партнерские программы #заработать #forex http://t.co/FJu4eJlk,web,19951698,,0,0,,,,,,0,0,0,,,,3,1,0,2013-01-13 12:12:35
Sat Jan 12 22:22:52 +0000 2013,290222339453493248,Лучший брокер #форекс #брокер http://t.co/zs2vl50F,web,19951698,,0,0,,,,,,0,0,0,,,,2,1,0,2013-01-12 23:22:52
Thu Jan 10 18:33:01 +0000 2013,289439718834311169,Форекс партнерские программы #партнерка http://t.co/YdKjFXyT,web,19951698,,0,0,,,,,,0,0,0,,,,1,1,0,2013-01-10 19:33:01
Wed Jan 09 20:49:01 +0000 2013,289111559903522816,#forex заработать в интернете http://t.co/YdKjFXyT,web,19951698,,0,0,,,,,,0,0,0,,,,1,1,0,2013-01-09 21:49:01
Tue Jan 08 16:54:03 +0000 2013,288690039758655489,#forex партнерка http://t.co/YdKjFXyT,web,19951698,,0,0,,,,,,0,0,0,,,,1,1,0,2013-01-08 17:54:03
Tue Jan 01 16:36:47 +0000 2013,286148977253027840,#news  возврат спреда форекс http://t.co/7rNUtI3z,web,19951698,,0,0,,,,,,0,0,0,,,,1,1,0,2013-01-01 17:36:47
Tue Jan 01 16:18:50 +0000 2013,286144461782806528,#новости  котировки курсов http://t.co/7rNUtI3z,web,19951698,,0,0,,,,,,0,0,0,,,,1,1,0,2013-01-01 17:18:50
Tue Jan 01 16:00:52 +0000 2013,286139940478259200,#news  магазин бонус http://t.co/7rNUtI3z,web,19951698,,0,0,,,,,,0,0,0,,,,1,1,0,2013-01-01 17:00:52
Tue Jan 01 15:42:38 +0000 2013,286135353067335681,#новости  блог форекс трейдера http://t.co/7rNUtI3z,web,19951698,,0,0,,,,,,0,0,0,,,,1,1,0,2013-01-01 16:42:38
Tue Jan 01 15:09:45 +0000 2013,286127077328056320,#новости  бреды новости  http://t.co/PZguvfCR,web,19951698,,0,0,,,,,,0,0,0,,,,1,1,0,2013-01-01 16:09:45
